,cell_id,cell_type,numb_events,wp_avg,wp_amplitude_pre,wp_amplitude_post,vm_avg,vm_amplitude_pre,vm_amplitude_post,ap_avg,ap_psth,ap_fr_pre,ap_fr_post
36,TK353_1,SST,35,"[184.95858571 184.92389429 184.99665714 184.91317429 184.91991429
 184.78388571 184.95263714 185.09063429 185.17490571 185.14912857
 185.18204    185.19056571 185.11362571 185.07536286 185.03550857
 184.94926    185.09064571 185.09678286 185.08291714 185.07854
 185.05989429 185.03530571 185.10073143 185.07614286 184.95241143
 184.89986571 184.95222    184.94548    185.06206857 185.05434286
 185.18362571 185.2094     185.05355143 185.01429429 185.04204857
 185.0484     185.07417429 184.98951143 185.06861429 185.04938
 185.11302571 185.02599143 184.98752    185.15090857 185.24311429
 185.3135     185.38073429 185.43366571 185.49077143 185.51416857
 185.95892286 186.90876    188.76736286 188.61211429 188.37438286
 189.67569143 189.71554286 187.76127429 187.08236571 187.66846857
 187.15468571 187.33053143 186.70236857 186.64170857 185.55134286
 185.50991143 186.01808857 185.86259143 185.60465714 185.45140571
 185.02431714 184.69218286 184.24047143 184.00429714 184.33880857
 184.64217714 184.75004    184.55058571 183.95536857 183.79237143
 183.67792286 183.5298     183.49372286 183.08051714 182.54671429
 182.95041714 183.73859143 183.87975143 183.45226286 183.19272571
 183.26311714 183.71818    184.18275714 183.90397143 183.35531143
 183.34936    184.15084    183.98110571 183.80541143 183.94398   ]",185.03579609022555,187.20530375939848,"[-0.04835147 -0.04834752 -0.0483401  ... -0.0498209  -0.04983246
 -0.04982156]",-48.376318231422694,-49.81790381482064,[0. 0. 0. ... 0. 0. 0.],"[4.57142857 2.85714286 3.42857143 4.57142857 3.42857143 2.28571429
 5.14285714 4.         1.71428571 2.85714286 3.42857143 5.71428571
 5.14285714 8.         3.42857143 4.57142857 1.71428571 4.
 2.28571429 2.28571429]",3.858107383988854,5.5728217768727895
37,TK355_1,SST,17,"[190.20659412 190.09688824 189.75324706 189.62438235 189.49500588
 189.58091176 189.42825294 189.34234118 189.27817059 189.27816471
 189.14724118 189.1902     189.25644118 189.27920588 189.14827647
 189.08307059 189.1457     189.12499412 189.12395882 189.12395882
 189.23108235 189.05875294 189.03907647 189.03804706 189.01682353
 189.08048824 189.14569412 189.18813529 189.10170588 188.95265294
 188.93142941 189.19071176 189.20987059 189.14569412 189.08151765
 189.08151765 189.14621765 189.12447647 189.08151176 189.25436471
 189.2761     189.40857647 189.55711176 189.42515294 189.16535882
 189.22901765 189.10428235 189.18865294 189.36407647 189.62181176
 190.05444706 191.86268235 195.4745     197.36356471 198.49550588
 197.96295294 195.99047647 195.16747059 195.37081765 196.51978235
 196.45524706 194.97776471 191.54283529 191.01957059 192.74601176
 194.03517059 193.65330588 190.93638824 189.43091176 189.21244118
 188.29948235 188.31502941 188.50608235 188.08795882 188.64791765
 190.21595294 191.28098824 193.47478235 195.0703     193.98972353
 191.29344118 189.27197647 187.5585     187.40068235 187.44518824
 187.32714706 187.35404118 188.94335882 189.70564706 188.84388824
 188.63117647 189.01312353 188.36631765 188.86269412 188.76595294
 188.50925882 187.89491765 187.80384706 187.25678235 185.49864118]",189.3991077399381,194.16102136222912,"[-0.05331496 -0.05333179 -0.05332018 ... -0.0547631  -0.05473428
 -0.05473157]",-54.29355566198006,-54.41768267263503,[0. 0. 0. ... 0. 0. 0.],"[ 0.          1.17647059  5.88235294  2.35294118  2.35294118  2.35294118
  2.35294118  1.17647059  2.35294118  1.17647059  2.35294118 16.47058824
 24.70588235 20.         10.58823529 11.76470588  9.41176471  9.41176471
 11.76470588 11.76470588]",2.3535295588603034,15.88632452230705
38,TK358_2,SST,42,"[194.50090238 194.58268095 194.51361429 194.3977619  194.37914286
 194.37325476 194.33917619 194.38779524 194.44638333 194.33327857
 194.32738095 194.30104048 194.33511667 194.3342     194.35870238
 194.37233333 194.3169     194.26919762 194.32777143 194.27325714
 194.23603571 194.2760119  194.20287381 194.32370714 194.3060119
 194.35779048 194.31873571 194.26879762 194.22790952 194.20065238
 194.15976667 194.20562619 194.24101429 194.32410714 194.16106905
 194.1629     194.03026667 194.0175619  194.05256429 194.00170952
 193.83815476 193.7377619  193.75820952 193.86043571 193.94037381
 194.14521429 194.30693333 194.30877143 194.28740714 194.14337619
 194.57574048 196.16924286 198.92691905 201.71211667 203.34324286
 203.89707857 204.38683333 203.64296667 202.7337119  204.02172619
 205.04395238 204.5675619  202.82806429 201.94068095 201.52090476
 201.27347143 201.21016429 200.80508333 201.0145119  201.09485238
 201.56272143 201.31161667 200.04299524 199.75271429 199.26806429
 198.63165    198.40519286 198.16679524 198.4141     198.3424119
 197.69500238 197.2684119  196.94011667 197.49211905 197.52068333
 196.8799619  197.07654762 197.58937381 197.77009048 197.74217143
 197.35582857 197.01862381 197.33289048 197.08820952 197.09056429
 196.93446905 196.52111905 196.51680238 196.89660238 197.30824048]",194.37877017543855,201.76915651629074,"[-0.05508002 -0.0550855  -0.05507376 ... -0.05766938 -0.05767251
 -0.05766938]",-55.25308671817094,-57.52657822316662,[0. 0. 0. ... 0. 0. 0.],"[0.47619048 0.95238095 0.95238095 0.95238095 2.38095238 0.95238095
 0.47619048 2.38095238 0.47619048 2.38095238 1.42857143 1.42857143
 1.42857143 4.28571429 1.9047619  1.42857143 0.47619048 1.42857143
 1.42857143 0.47619048]",0.8335417187630241,2.143392991104919
39,TK358_3,EXC,16,"[194.18605    194.20394375 194.34705    194.4186125  194.45439375
 194.1860625  194.1145     194.1681625  194.150275   194.27549375
 194.0966125  193.8998375  193.77460625 193.82826875 193.91770625
 193.8819375  193.91771875 193.82826875 193.7567125  193.738825
 193.756725   193.828275   193.84616875 193.9713875  193.88195
 193.8103875  194.00716875 193.81038125 193.77461875 193.7925
 193.66728125 193.64939375 193.6672875  193.595725   193.54204375
 193.68515625 193.50626875 193.47049375 193.52415625 193.4704875
 193.48838125 193.54205625 193.57783125 193.8640625  193.7925
 193.4883875  193.4704875  193.64938125 194.09660625 194.18605625
 194.168175   195.86761875 199.678      201.1270125  200.1967875
 199.552775   200.50089375 199.82110625 199.6601125  198.26476875
 197.76386875 197.76386875 198.1037625  199.48121875 199.5885625
 198.4615375  200.3935625  200.60823125 197.9427625  197.7459875
 199.33810625 200.196775   198.78354375 198.586775   199.82110625
 201.19858125 201.71735    204.15028125 203.73881875 201.842575
 201.66368125 202.21824375 202.397125   203.0590375  203.61358125
 201.44903125 201.32379375 201.23434375 201.7710125  200.91235
 201.69946875 201.6636875  201.091225   200.6619     201.1449125
 201.5921375  200.3041375  200.33990625 201.30590625 201.037575  ]",194.07401118421052,198.89182236842103,"[-0.05433735 -0.0543764  -0.05435791 ... -0.05610496 -0.05611729
 -0.05613784]",-55.1931320252072,-55.32984945308205,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],0.0,0.0
40,TK364_1,PV,8,"[187.52445   187.524425  187.49185   187.654725  188.078175  187.7198875
 187.62215   187.5895625 187.557     187.5895625 187.5895625 187.5895625
 187.426725  187.4918625 187.3941375 187.426725  187.491875  187.6873125
 187.8176    188.0456    187.8501625 187.7850125 187.62215   187.5570125
 187.6221625 187.6547375 187.6547375 187.6873    187.6873125 187.752425
 187.7524375 187.6547375 187.654725  187.6547375 187.6873    187.6872875
 187.654725  187.719875  187.557     187.49185   187.589575  187.7850375
 187.9804625 188.208475  188.1758875 188.1107625 187.8176    187.6221375
 188.1433125 189.18565   189.1856625 190.358325  191.8892625 193.1596125
 194.82085   193.550475  190.8469125 192.4429875 194.3322625 195.1140125
 192.3778375 191.8241125 193.3224625 193.908775  192.019525  190.91205
 191.2051875 192.01955   192.2801375 191.726375  190.1954375 189.8697
 189.771975  190.944625  191.4658125 191.2378    190.3583    190.19545
 190.5863125 190.944625  191.661225  192.117275  191.856675  190.7166125
 191.0749125 192.9315875 192.3778625 191.2052    190.42345   191.5309625
 191.27035   191.628675  191.0749125 190.6189    191.009775  191.2378125
 191.8241    192.345275  192.2149875 191.3029375]",187.59300789473684,192.3984210526316,"[-0.05479775 -0.05478953 -0.05476487 ... -0.05111044 -0.05112278
 -0.0511721 ]",-51.96360884767609,-55.669400675715075,[0. 0. 0. ... 0. 0. 0.],"[ 7.5 15.  22.5 30.  40.  30.  12.5 37.5 25.  12.5  5.   7.5  0.  12.5
 17.5 12.5 22.5 22.5 15.  15. ]",18.75468867216804,6.25156289072268
41,TK367_1,SST,8,"[192.415025  192.37925   192.4150375 192.6297    192.6297    192.70125
 192.5939125 192.5939    192.5939    192.7727875 192.665475  192.7728
 192.665475  192.70125   192.522375  192.4508125 192.486575  192.52235
 192.5939125 192.5939125 192.37925   192.2003625 192.23615   192.4865875
 192.558125  192.737025  192.522375  192.3434625 192.2003625 192.0930375
 191.9857    191.9499    191.8425625 191.91415   192.2003625 192.2719375
 192.55815   192.271925  192.2719375 192.415025  192.5223625 192.4508
 192.5939125 192.8086    192.9159375 192.915925  192.8801375 192.5939125
 192.7012625 192.9516875 193.1305875 197.173525  203.5778125 205.2594
 203.720925  202.075125  203.5420375 202.8264625 200.2146625 200.1431
 201.681575  201.86045   203.3631375 204.6511625 206.0107375 206.7263
 207.2271875 204.9373875 205.2594    205.8318375 204.4007    201.8604625
 200.7513375 205.2951625 208.1216375 208.0143    205.6529375 205.00895
 205.61715   205.1162875 206.8694125 208.7298875 209.26655   208.5152
 210.5187875 212.629675  209.7674375 203.0769    202.003575  202.5044625
 202.7907125 203.577825  204.65115   206.3685125 208.014325  206.9409625
 208.1932    207.155625  204.18605   204.4007125]",192.5844993421053,202.80952500000004,"[-0.05022667 -0.05019132 -0.0501683  ... -0.05355966 -0.05353459
 -0.05352349]",-50.627112443844474,-52.98227141449416,[0. 0. 0. ... 0. 0. 0.],"[2.5 0.  5.  5.  0.  0.  0.  7.5 2.5 5.  0.  0.  0.  0.  0.  0.  0.  5.
 2.5 0. ]",3.12578144536134,0.0
42,TK373_1,SST,14,"[192.40212857 192.36112143 192.23809286 192.19710714 192.11509286
 192.40212857 192.40213571 192.44314286 192.44313571 192.44312857
 192.44314286 192.48414286 192.52515    192.56615714 192.68917143
 192.77118571 192.85319286 192.73017143 192.68917143 192.73017857
 192.85319286 192.77117143 192.89419286 192.93520714 192.93519286
 192.97620714 192.9762     192.81217857 192.81217857 192.81217143
 192.89418571 193.01720714 192.97619286 192.93519286 192.9762
 192.97619286 193.09920714 193.0172     193.01720714 192.9762
 193.14021429 193.09921429 193.0992     193.38625    193.22222143
 193.14021429 192.8942     193.0172     193.09921429 193.34525
 193.30425714 195.55951429 198.34787857 199.33201429 199.61905714
 198.06083571 198.55292143 199.74207857 200.56216429 200.48016429
 200.02911429 200.31615    197.03571429 192.68915714 191.17197143
 191.99206429 193.91930714 194.04232143 191.74602143 189.36772857
 190.59789286 190.7209     189.98281429 189.65475714 189.57275
 189.44974286 192.03307143 193.96031429 192.68915    191.58201429
 190.47487143 189.85978571 194.24735    194.12434286 191.04894286
 190.02380714 190.14682143 192.56614286 191.86905    191.37698571
 191.29497143 190.63889286 189.16270714 188.87565714 192.40210714
 194.24735714 192.07407143 190.31084286 190.59787857 189.12168571]",192.48414210526312,196.65803721804514,"[-0.0532745  -0.05327074 -0.05327661 ... -0.05085338 -0.05082308
 -0.05079372]",-52.630006961957974,-54.61110550719328,[0. 0. 0. ... 0. 0. 0.],"[ 4.28571429  2.85714286  7.14285714  2.85714286  2.85714286  8.57142857
  5.71428571  2.85714286  0.          4.28571429  0.          4.28571429
  1.42857143  7.14285714  4.28571429  4.28571429 10.          8.57142857
  5.71428571  5.71428571]",4.286785982209838,3.2150894866573783
43,TK376_1,SST,21,"[189.81115238 189.91296667 189.94767619 189.8629381  189.89676667
 189.9316381  189.93163333 189.96511429 190.04967143 190.30493333
 190.33962857 190.30597619 190.18671429 190.15254762 190.08472381
 190.06745714 190.05054286 190.08489524 189.9316381  189.8974619
 189.88055238 189.93129048 189.8974619  189.77838095 189.77838571
 189.69346667 189.59181429 189.47360952 189.33761429 189.35488571
 189.28723333 189.20214286 189.38940952 189.5759619  189.77908571
 189.89816667 189.8296381  189.88002381 189.91420476 189.84655238
 189.82929524 189.82910952 189.81290952 189.91525714 190.0003381
 189.98324762 189.69382381 189.96581429 190.00226667 190.42682381
 190.71449048 191.97122381 193.38580476 194.43661429 192.43916667
 192.78580952 193.74006667 194.22840476 193.74735238 193.20264762
 193.38000476 193.85651429 192.61038095 192.67856667 193.22657143
 193.39692381 192.89719048 192.87957619 191.7105381  192.4180381
 193.09398571 192.1474381  191.76111429 191.82349524 191.18347619
 191.11530476 191.68592381 192.28361905 191.30377619 190.22991429
 190.92155238 191.26417143 191.70651429 191.33427143 191.58181905
 190.97106667 191.40087143 190.94039048 191.44827619 190.92382857
 191.23088095 191.21607143 190.21143333 190.16193333 191.01330952
 192.15219048 191.09820952 190.58769048 190.7057381  190.52162857]",190.04308496240603,193.01514987468673,"[-0.04755484 -0.04758366 -0.04760621 ... -0.04533332 -0.04529824
 -0.04526551]",-46.69148998007557,-46.08819954560437,[0. 0. 0. ... 0. 0. 0.],"[ 2.85714286  3.80952381  2.85714286  3.80952381  4.76190476  0.
  0.          2.85714286  6.66666667  3.80952381 11.42857143 20.
 39.04761905 28.57142857 34.28571429 25.71428571 29.52380952 17.14285714
 21.9047619  21.9047619 ]",3.3341668750520963,24.52994200931185
44,TK383_1,EXC,42,"[194.5786881  194.59917857 194.5105119  194.47643571 194.49004286
 194.46959048 194.46957381 194.46957619 194.48322381 194.46275476
 194.43545476 194.40137381 194.42183095 194.40819524 194.4286381
 194.4422881  194.43546667 194.40138095 194.44228333 194.42182381
 194.40136667 194.42863095 194.44226905 194.44908333 194.41500714
 194.45590476 194.47635952 194.49681905 194.4763619  194.46272619
 194.46271905 194.44907619 194.45590238 194.44225238 194.41498333
 194.40135476 194.42177857 194.41496429 194.35362143 194.38770714
 194.38770476 194.43540714 194.4422381  194.44905    194.47629286
 194.5581     194.70811667 194.77624048 194.9738119  195.34861905
 195.64868333 197.41426667 200.64499048 201.5714119  201.85825714
 202.84665714 203.1399619  203.85526667 203.30980952 203.17348333
 203.63015714 203.83452381 203.8553619  203.18757857 203.32394286
 203.73935476 203.67113095 202.94861905 202.39667857 202.21265
 202.33539048 202.17185476 201.42867857 200.93784286 200.78791429
 201.05387381 201.20382857 200.64510238 200.34539524 200.6454119
 200.7884     200.26358095 199.20008571 199.27513571 199.73201905
 199.48645476 198.96134762 198.94752381 198.78403571 198.43647619
 197.29120238 197.0389881  197.39342619 197.14126905 196.9300119
 197.00494286 197.01186905 196.26206667 195.57347857 194.96680476]",194.4645520050125,202.31842819548876,"[-0.06105936 -0.06105097 -0.06104273 ... -0.06218794 -0.06219421
 -0.06219585]",-60.19334705225894,-61.66013298708989,[0. 0. 0. ... 0. 0. 0.],"[0.95238095 1.42857143 0.95238095 0.95238095 1.42857143 0.
 0.47619048 0.         0.         0.         0.         0.
 1.42857143 0.47619048 0.         0.         0.         0.
 0.47619048 0.47619048]",1.0716964955524595,0.4763095535788709
45,TK384_2,SST,27,"[185.28721111 185.22360741 185.07519259 185.1812037  185.21300741
 185.1918     185.20241111 185.27661111 185.32960741 185.35082963
 185.35082222 185.45682963 185.49922963 185.47804074 185.40383333
 185.30842593 185.25541852 185.19181481 185.1176037  185.21301111
 185.31901852 185.35082222 185.23421111 185.31901481 185.31901111
 185.28721481 185.22361111 185.27660741 185.28720741 185.37201111
 185.35081481 185.36141852 185.37201852 185.38262963 185.42503333
 185.49923704 185.54162222 185.55222593 185.52042963 185.48863333
 185.58403704 185.49923704 185.38263333 185.24481481 185.13880741
 185.27662963 185.27661481 185.1494037  185.03279259 185.02219259
 185.11759259 187.93745926 191.57358148 192.81388148 193.65135926
 194.16020741 195.06128519 195.60192963 194.09661111 192.9623
 191.23435185 191.41456296 190.7467037  191.00112222 190.40747037
 188.63710741 188.20247407 188.34029259 188.61592222 188.20248519
 187.67243704 186.49572593 186.35792222 186.90916296 186.37911111
 187.16358519 186.36851111 184.42853704 183.75008519 183.63347037
 183.8985037  183.62287037 182.93381481 183.12462963 184.25893333
 184.40734815 183.8030963  183.45325185 182.48856667 182.11752963
 182.35075556 182.97621111 183.29424444 183.49566296 183.18823704
 182.97621481 182.06452593 182.21294074 182.47797407 181.89491481]",185.2838684210526,191.13559025341127,"[-0.04730085 -0.0473011  -0.04730853 ... -0.04492844 -0.04493331
 -0.04494574]",-47.07835220037263,-46.33423691354711,[0. 0. 0. ... 0. 0. 0.],"[ 0.74074074  1.48148148  2.22222222  0.          0.74074074  0.
  0.74074074  1.48148148  0.74074074  0.          4.44444444  8.14814815
  2.96296296 11.85185185  4.44444444 10.37037037  6.66666667  7.40740741
 11.11111111  8.88888889]",1.1113889583506986,6.853565243162642
46,TK385_1,EXC,5,"[196.6154  196.61538 196.5009  196.44368 196.44366 196.55814 196.7871
 196.78712 196.72988 196.61538 196.55816 196.6154  196.61542 196.67264
 196.55814 196.5009  196.6154  196.55816 196.78712 196.90162 196.95886
 196.84438 196.78714 196.6154  196.55814 196.5009  196.3864  196.3864
 196.3864  196.3864  196.55814 196.5009  196.50088 196.7871  196.55814
 196.67266 196.6154  196.6154  196.72988 196.6154  196.6154  196.90164
 196.78714 196.90164 196.72988 196.3864  196.04294 195.81396 195.87122
 195.81396 196.21468 200.79428 202.3399  199.87834 203.3703  201.0805
 199.07694 200.27908 200.0501  199.47764 196.44364 200.0501  198.10378
 199.99284 198.73344 199.76388 197.6458  196.21466 197.47406 198.33274
 199.01966 197.41682 197.41682 197.01608 195.47048 195.81396 198.73346
 197.07336 199.59212 202.68338 201.19498 197.30232 195.81396 195.92844
 197.5313  198.33274 196.04292 195.356   196.27192 196.27192 196.90162
 196.6154  197.76028 198.90518 200.50806 201.53846 200.79428 198.90518
 198.6762  196.32916]",196.60936736842106,199.3149452631579,"[-0.06309662 -0.06311832 -0.06307294 ... -0.05687786 -0.05691996
 -0.05694035]",-61.966861714920064,-57.2876612069965,[0. 0. 0. ... 0. 0. 0.],"[ 0.  0.  0.  0.  0.  0.  0.  0. 12.  0.  0.  8.  4.  0.  0.  4.  4.  0.
  0.  8.]",0.0,3.0007501875468874
47,TK385_2,EXC,13,"[193.43213846 193.36600769 193.34395385 193.38803846 193.18961538
 193.05732308 193.21167692 193.16756923 193.36599231 193.43213846
 193.41008462 193.36599231 193.36599231 193.36598462 193.38803077
 193.12345385 193.07936154 193.21165385 193.18960769 193.07936923
 193.18960769 193.29985385 193.29984615 193.21165385 193.05731538
 193.07936154 193.14550769 193.25575385 193.34395385 193.47623846
 193.2778     193.29983846 193.34396154 193.05731538 192.83683077
 192.92503077 192.70456154 192.57226923 192.46202308 192.57226154
 192.68250769 192.6825     192.81477692 192.83683077 192.7707
 192.68250769 192.50611538 192.32973846 192.10926154 192.15336154
 191.88878462 193.829      194.57863846 196.69523846 195.59283846
 194.97550769 193.366      192.59432308 193.91720769 193.89514615
 194.11563077 192.3077     189.81626923 190.69819231 193.63056923
 193.7849     190.67612308 190.43360769 192.85889231 193.69672308
 190.69818462 189.75011538 189.24302308 193.49829231 194.02743846
 194.38022308 191.71239231 193.10143077 193.10141538 193.89515385
 194.20380769 196.122      196.43067692 190.60999231 188.62568462
 188.05243077 187.61144615 188.47133077 191.073      195.26211538
 194.02743077 188.11858462 187.61147692 189.15482308 189.99264615
 190.01470769 192.30768462 191.97697692 191.55805385 191.51397692]",193.28708502024293,193.1397141700405,"[-0.06620992 -0.06620259 -0.06622308 ... -0.06165419 -0.0616337
 -0.06162383]",-66.21770853409467,-64.34174922170575,[0. 0. 0. ... 0. 0. 0.],"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         1.53846154 0.         0.
 0.         0.        ]",0.0,0.0
48,TK387_1,EXC,11,"[189.42663636 189.46151818 189.4964     189.74056364 189.63592727
 189.4964     189.39176364 189.39176364 189.42664545 189.53129091
 189.53128182 189.53127273 189.42663636 189.42663636 189.46151818
 189.46151818 189.28710909 189.32199091 189.46150909 189.46150909
 189.53127273 189.35686364 189.32198182 189.32198182 189.2871
 189.25221818 189.28710909 189.35686364 189.39174545 189.42662727
 189.49639091 189.42662727 189.42662727 189.53128182 189.60104545
 189.56616364 189.70568182 189.6708     189.84520909 189.81032727
 189.91496364 189.94984545 189.91496364 189.70567273 189.53127273
 189.39175455 189.42662727 189.49639091 189.81031818 190.36842727
 190.68237273 191.41487273 191.5195     191.97297273 191.20557273
 191.69392727 192.56594545 191.31021818 191.41487273 191.38
 190.92653636 190.82188182 189.28712727 190.64748182 192.6706
 190.85676364 189.88008182 189.1127     189.74056364 189.35687273
 191.03117273 189.84522727 188.93830909 188.69414545 188.9383
 189.18246364 187.99651818 189.98474545 191.55439091 190.40331818
 190.33355455 189.74056364 189.70569091 190.50797273 191.51951818
 191.97297273 190.40332727 189.14761818 189.07782727 189.00807273
 188.90342727 189.67080909 189.07783636 188.90341818 188.86854545
 188.79878182 189.25223636 188.86853636 188.51974545 189.25223636]",189.46886220095692,191.00547320574162,"[-0.04766501 -0.04767936 -0.04771374 ... -0.04683508 -0.04687574
 -0.04690444]",-49.03661935561459,-51.07577553942266,[0. 0. 0. ... 0. 0. 0.],"[ 5.45454545  3.63636364  9.09090909  9.09090909 12.72727273  7.27272727
  9.09090909  7.27272727  5.45454545  7.27272727  0.          1.81818182
  0.          0.          7.27272727  7.27272727 12.72727273  5.45454545
  7.27272727  9.09090909]",6.819886789879288,0.4546591193252859
49,TK390_1,SST,10,"[188.75687 189.01577 189.06755 189.11934 189.11933 189.06755 188.96397
 188.9122  188.75685 188.9122  188.86042 189.06754 189.06754 189.01576
 189.01577 189.11933 189.01576 188.96398 188.96398 188.96398 189.17111
 189.17111 189.17111 189.17111 189.27468 189.01577 188.96399 189.06755
 188.80864 188.91221 189.1711  189.1711  189.1711  189.1711  189.32644
 189.11932 188.96398 188.86041 188.91219 189.06754 188.96397 188.86043
 188.80864 188.80863 188.9122  188.86042 188.75685 188.65326 188.75684
 188.49793 188.54972 192.48516 197.14555 198.02585 199.78644 199.68288
 202.58269 206.56991 205.12001 202.27199 201.90952 202.5309  201.75416
 200.2525  199.99357 203.51476 203.82544 199.78646 200.45962 198.95794
 200.2007  201.02922 198.44012 196.1617  196.93843 197.14555 197.24913
 192.38159 191.03526 192.6405  192.79584 194.66001 192.64051 186.78913
 184.82141 185.6499  186.78914 185.85704 186.47843 184.45891 186.32309
 187.25516 188.18724 187.20337 185.64992 184.30358 184.14823 185.75347
 185.85705 186.5302 ]",188.9885110526316,200.32879631578948,"[-0.04356431 -0.04357352 -0.04357187 ... -0.04365442 -0.04366264
 -0.04366625]",-43.769337611745456,-43.84757377856406,[0. 0. 0. ... 0. 0. 0.],"[12.  6.  8.  8.  4. 34. 14. 18. 18. 12. 20. 26. 16. 14. 18. 18. 10. 28.
 10. 16.]",8.502125531382847,19.00475118779695
50,TK402_1,EXC,24,"[193.35329583 193.35329583 193.39322083 193.29342083 193.313375
 193.313375   193.193625   193.33334583 193.27345417 193.25350417
 193.37327083 193.41317917 193.23354167 193.13373333 193.0938125
 192.9740625  193.07385417 193.213575   193.213575   193.19360833
 193.313375   193.41317917 193.2934     193.31337917 193.35329583
 193.1936125  193.21357083 193.45310417 193.47305833 193.29341667
 193.27345    193.27344583 193.37325417 193.25349167 193.07385417
 193.01397083 193.0538875  193.03393333 192.9940125  193.0938125
 193.2535     193.29341667 193.4331375  193.39321667 193.39322083
 193.57285417 193.73254167 193.73253333 193.87225    194.0119875
 193.93214583 196.00797083 196.94610417 197.7045875  199.74052083
 199.6407125  200.6187625  200.5987875  200.51897083 201.23752917
 201.87624583 202.21557917 200.81835417 200.85827917 200.8183625
 200.41915417 199.08183333 199.66067083 200.27944167 200.27944167
 201.6566875  201.41717083 201.3173625  200.57884583 200.27942917
 201.25749167 199.52096667 198.20360833 197.84430833 198.862275
 198.7425125  197.48503333 196.58681667 197.2455     197.42514167
 197.8443125  197.6047875  198.22355833 196.92614583 197.48502083
 197.40518333 197.06586667 197.30537917 196.2674625  196.76646667
 196.8463     196.72654167 196.86626667 197.50499167 197.485025  ]",193.25244824561406,199.6302111842105,"[-0.0518992  -0.05188042 -0.05186371 ... -0.0564709  -0.05648734
 -0.05649351]",-53.17647392155721,-55.88717121652266,[0. 0. 0. ... 0. 0. 0.],"[0.         0.83333333 0.         1.66666667 0.         0.83333333
 1.66666667 0.83333333 0.83333333 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.        ]",0.6251562890722682,0.0
51,TK403_1,EXC,11,"[190.5578     190.47975455 190.40169091 190.40169091 190.50577273
 190.66189091 190.63587273 190.47975455 190.50577273 190.53179091
 190.45373636 190.45373636 190.58383636 190.5318     190.5318
 190.5578     190.60985455 190.47975455 190.42771818 190.53179091
 190.6619     190.792      190.6619     190.47975455 190.55780909
 190.87005455 190.76598182 190.84404545 190.89609091 190.68790909
 190.73994545 190.5578     190.5578     190.60983636 190.73994545
 190.68791818 190.42769091 190.1675     190.27158182 190.34964545
 190.34964545 190.24556364 190.1675     190.19352727 190.21954545
 189.95933636 190.01137273 190.42770909 191.15629091 191.0522
 191.10424545 192.8216     194.48689091 195.1114     195.13741818
 196.49049091 198.80631818 198.28590909 198.9364     198.93641818
 198.38999091 198.31192727 198.25987273 199.50886364 200.02927273
 200.13336364 198.31191818 198.54610909 200.67977273 202.24101818
 201.3303     201.85070909 199.3007     199.06651818 198.85835455
 197.92161818 198.10376364 198.23385455 197.60936364 197.2711
 196.75069091 196.2563     197.06292727 196.15221818 194.4869
 194.33078182 194.64303636 193.49813636 193.31599091 191.59862727
 192.87363636 192.6915     193.26394545 193.65424545 194.04455455
 192.92567273 193.88843636 193.9665     192.63945455 191.91088182]",190.51535933014358,197.48885167464118,"[-0.06590599 -0.06593858 -0.06592004 ... -0.06522406 -0.06523422
 -0.06523093]",-66.6494677951905,-64.45970531710088,[0. 0. 0. ... 0. 0. 0.],"[0.         0.         0.         0.         0.         0.
 0.         1.81818182 0.         0.         0.         0.
 0.         0.         1.81818182 1.81818182 0.         0.
 0.         0.        ]",0.0,0.0
52,TK407_1,PV,10,"[186.98072 187.10361 186.85783 186.85784 186.81687 186.85784 186.81686
 186.81686 186.8988  187.18553 187.14457 187.02166 187.14457 187.14457
 187.02168 186.98071 187.02168 186.98071 187.10361 187.14457 187.14458
 187.18553 187.18553 187.18554 187.10361 187.2265  187.06264 187.10361
 187.10362 187.30844 187.3494  187.22651 187.18555 187.3494  187.43132
 187.43134 187.59519 187.67712 187.67711 187.55421 187.75904 187.67712
 187.67712 188.12771 188.08674 188.49639 188.04577 188.29157 188.66024
 188.61926 188.53734 190.70844 193.90361 193.53493 194.1494  193.98556
 194.92771 195.46025 193.90361 193.5759  193.82167 193.41204 189.60241
 191.52772 192.06024 192.38795 192.71566 193.24819 194.43614 192.51085
 193.78071 191.03614 188.94698 185.95662 188.2506  190.38072 188.90602
 191.15905 191.93736 191.48675 188.57831 188.94698 187.14459 188.49639
 188.0458  188.947   188.04578 186.24338 185.17831 186.20244 187.51327
 189.52047 189.84821 188.7012  188.33254 188.90602 188.16866 187.06266
 186.85784 186.93977]",186.9871852631579,192.94204052631576,"[-0.0567927  -0.05675291 -0.05671443 ... -0.05541115 -0.05535985
 -0.05529375]",-57.61279825935683,-50.36055924952927,[0. 0. 0. ... 0. 0. 0.],"[ 2. 12. 14.  0.  2.  2.  2. 10. 10. 10. 20. 44. 36. 40. 20. 22. 16.  6.
 16.  8.]",7.001750437609402,35.00875218804701
